element,total_points
246.0,0.0
249.0,2.8622207623290854
250.0,3.6576026715029615
251.0,5.64164609492943
252.0,3.2659863237109046
253.0,0.0
254.0,4.45727944685321
255.0,4.841090599450747
256.0,4.336221500501151
257.0,2.474989045683982
258.0,2.519763153394848
259.0,3.5298861389350997
260.0,0.0
261.0,3.34127357783071
262.0,3.501620055446361
263.0,5.01190501897152
264.0,3.4690752022146607
265.0,4.12829954616391
266.0,2.607496588979257
267.0,3.9518090216892467
268.0,7.111359122659224
269.0,1.9464084224865135
270.0,2.4951883520649702
271.0,1.6388991238524264
272.0,3.9597332207469704
273.0,2.757424492258759
274.0,2.8800703454612346
275.0,2.1267526708757
276.0,1.874058903608301
277.0,4.426676141174317
278.0,2.0493901531919194
279.0,3.086066999241838
281.0,1.8321393762150169
282.0,1.874204812223285
283.0,1.6880975098063438
284.0,2.4748081389625587
285.0,2.0819373854264103
286.0,1.6035674514745464
287.0,2.535957392119281
288.0,2.363721533340907
289.0,3.3204512984527916
290.0,2.115802783294768
291.0,2.686649420073817
292.0,1.0079052613579393
293.0,1.8093772834448194
294.0,2.250925735484551
295.0,2.5765153546115376
296.0,3.82011482954693
297.0,2.581988897471611
298.0,3.2631335612577486
299.0,2.113820071367865
300.0,0.3518657752744984
301.0,2.065591117977289
302.0,1.8599622199011085
303.0,2.440658746058091
304.0,1.6309801206164822
305.0,3.5531676008879742
306.0,2.3412563895228313
307.0,2.6715641302354665
308.0,1.1806446049621298
309.0,1.608258059842707
310.0,2.5705725310239553
311.0,2.211083193570267
314.0,2.820287749238674
315.0,2.85893616258481
317.0,0.4173417953838007
318.0,0.9821247431488707
319.0,2.5994637020857856
321.0,2.0196083120224446
323.0,2.2424380768548615
324.0,0.0
325.0,0.44721359549995787
326.0,1.9782855581120347
327.0,0.7374684055082001
328.0,0.6593804733957869
329.0,2.170947368712185
331.0,3.8528488738133038
332.0,0.48507125007266594
333.0,2.69132741286586
334.0,2.7417230813022413
335.0,2.1235481488402037
336.0,2.0852651904179114
337.0,3.3557473880441884
338.0,1.3522468075656267
339.0,2.2379685881085427
340.0,1.9166857359844662
341.0,3.560853558967353
342.0,2.762858037722956
343.0,4.052798029354187
345.0,2.6284644278347677
346.0,1.0741723110591492
347.0,0.4629100498862757
349.0,2.193194248146071
350.0,0.7755316082290385
351.0,2.1377272705634645
353.0,2.84126605455962
354.0,1.4166301727259891
357.0,4.236133255924351
359.0,4.942249609443663
360.0,5.76393862786091
361.0,2.5718158952668992
362.0,3.066059956108979
363.0,1.849851675003214
364.0,3.3163414029245963
365.0,1.9491524237540168
366.0,1.266709090652386
367.0,4.137412454443214
368.0,2.7453498525338955
369.0,2.7701027756664742
370.0,3.1774717198760785
371.0,3.2152235284132793
372.0,0.42779263194649864
373.0,0.8203754463755439
374.0,0.0
375.0,2.120549934838553
376.0,3.083542653202262
377.0,0.9574271077563381
378.0,2.2360679774997894
379.0,1.789159829689584
380.0,0.0
381.0,1.039480389675284
382.0,1.8729752636447223
384.0,1.3303730578744744
386.0,1.8514742745302488
387.0,0.7361314305651904
389.0,1.5298953265321544
390.0,2.0335850069017445
391.0,0.6981367759853317
395.0,0.0
396.0,1.3333333333333333
399.0,3.415237587654313
400.0,2.120052748380091
403.0,0.814924882490751
404.0,1.8038492325779487
406.0,2.2782616597915597
408.0,2.7418066680885875
409.0,4.39204317943748
411.0,3.2179482992786883
412.0,1.2484224279299687
413.0,3.6131884513139156
414.0,2.52495460326123
415.0,0.5547001962252291
416.0,3.190979395611087
417.0,2.7757188951000393
418.0,2.753387873356164
419.0,4.011392506508163
420.0,4.5559345073664606
421.0,2.1784568033967515
422.0,2.7964476308503725
423.0,2.6142312888090697
424.0,2.1310885625751133
425.0,2.33728218005524
426.0,2.4293074171158784
428.0,1.7013926184468013
429.0,3.193461789061863
430.0,2.9154371641287025
431.0,3.2579885954367267
432.0,3.13150909408694
433.0,3.0066592756745814
434.0,2.65193671900027
435.0,1.3811923499977503
436.0,2.4181803393969923
437.0,2.591666393245386
438.0,2.0403767433741153
439.0,2.410898043993374
440.0,0.5773502691896257
441.0,1.7962924780409972
443.0,1.6931233465600393
445.0,0.9003506146140405
447.0,3.2411575155824077
448.0,2.648529003494759
449.0,1.3782322233002697
450.0,3.9918331546711636
451.0,3.5852431234113333
452.0,0.5773502691896257
453.0,1.8907868930884504
455.0,2.9758285494220855
456.0,2.393453473251471
457.0,2.422929680220645
458.0,1.1806886145601303
459.0,0.7559289460184544
460.0,2.0976176963403033
461.0,2.1778101714468003
462.0,3.6809246595395493
463.0,2.1450629587805303
464.0,2.7155215549197522
465.0,1.554857684028483
466.0,2.7760644402285077
467.0,0.33210558207753577
468.0,3.1191612120354826
470.0,3.3796778281697537
471.0,1.336074905776676
472.0,3.1052292958156626
473.0,0.7559289460184544
474.0,2.4619177405102226
475.0,3.0154483157539516
477.0,2.600406083911172
478.0,0.9330352433277145
479.0,1.192927878405448
480.0,0.0
481.0,5.163977794943222
482.0,3.2652750122958007
483.0,3.5499605866139534
484.0,2.4487759179850443
485.0,2.7874925905782666
487.0,0.0
488.0,3.494017531175037
489.0,0.0
490.0,0.0
491.0,3.153229636873462
492.0,2.013446858987903
493.0,2.5200346649686542
494.0,3.5867385527926063
495.0,1.7472236110206372
497.0,0.0
498.0,0.5773502691896257
499.0,1.7430017120724601
501.0,3.3366650016645862
502.0,1.6199810567838824
503.0,3.2941803581137243
504.0,0.0
505.0,2.385021978782006
506.0,0.8944271909999159
507.0,2.3145502494313783
510.0,2.564072558471461
512.0,2.3914287518195136
513.0,2.434865792722759
515.0,0.0
516.0,2.339251275711966
517.0,2.5696606875410803
518.0,2.8461128619468106
519.0,1.1740790171285485
520.0,0.0
524.0,2.778392035467085
525.0,2.062782699114988
526.0,0.8846517369293827
527.0,4.0294127787347005
528.0,0.35634832254989923
529.0,3.768704983797745
530.0,0.0
531.0,0.0
537.0,0.0
538.0,2.356349072692956
539.0,0.0
541.0,1.1547005383792515
544.0,3.830499611372813
546.0,2.3475755815545343
547.0,0.8864052604279183
548.0,0.0
550.0,1.640825308284734
551.0,0.0
552.0,0.8173592294313285
555.0,3.617259542277068
556.0,2.30154327555998
557.0,0.5135525910130955
558.0,2.7409261311348816
559.0,3.069892901102973
562.0,0.0
563.0,0.4216370213557839
564.0,0.0
567.0,1.7091466484798348
568.0,0.0
569.0,0.0
575.0,1.8022425660676733
576.0,0.0
577.0,2.0050543421512934
578.0,3.8623774004715634
579.0,5.162774185274386
580.0,2.0129451189607854
581.0,1.9496179371892588
582.0,1.1998103216616618
583.0,2.9246328826946577
584.0,3.2823899138374864
585.0,3.766842519153484
586.0,3.5159090092913616
587.0,2.670434743530913
588.0,3.0477080880825738
589.0,0.0
590.0,3.1444880152496655
591.0,1.568068686699606
592.0,1.6026294183720635
594.0,2.2949219304078006
595.0,0.0
601.0,0.0
602.0,0.0
607.0,0.5163977794943223
608.0,0.0
612.0,0.0
617.0,0.0
618.0,0.5163977794943222
620.0,0.5773502691896257
622.0,0.0
624.0,0.0
625.0,0.0
629.0,0.0
630.0,0.0
632.0,0.7559289460184544
634.0,0.0
638.0,0.5163977794943223
640.0,0.0
641.0,0.0
646.0,0.0
647.0,0.0
648.0,0.8306623862918076
651.0,0.0
655.0,0.0
663.0,0.0
673.0,0.0
675.0,2.991533948047196
676.0,2.6028397520352216
677.0,2.178388614527553
678.0,3.60134654951408
679.0,0.8
681.0,4.299409335585603
685.0,0.5345224838248488
689.0,2.797958439393164
690.0,0.0
691.0,0.0
696.0,3.5431407188885617
697.0,4.132740671097746
698.0,0.9511897312113419
699.0,2.4957106059339953
700.0,2.8143101097827867
701.0,4.371988759624813
702.0,2.749311208505164
704.0,0.0
706.0,0.5773502691896257
710.0,0.0
716.0,0.8944271909999159
718.0,0.0
723.0,0.0
727.0,0.0
